c,Open,High,Low,Close,Volume
2015-08-20 00:00:00-03:00,21.986373743111898,22.228621134315244,21.802265208301097,21.91854476928711,1812600
2015-08-21 00:00:00-03:00,21.705368978331844,21.966996641719433,21.569711011331396,21.763507843017578,1922000
2015-08-24 00:00:00-03:00,20.842967535977245,21.656918987595407,20.029016084359085,21.104595184326172,3701900
2015-08-25 00:00:00-03:00,21.32746041459006,21.656917012494024,21.104593259596474,21.220870971679688,2145900
2015-08-26 00:00:00-03:00,21.269325790019128,22.35459327697754,20.95924751697259,22.35459327697754,2084700
2015-08-27 00:00:00-03:00,22.5774569235158,22.5774569235158,21.976684406966136,22.2576904296875,2324200
2015-08-28 00:00:00-03:00,21.70536824728689,22.335211163405713,21.627849147583056,22.238313674926758,2135800
2015-08-31 00:00:00-03:00,22.412729745654644,22.45149021871224,21.908856533313458,22.26738166809082,3113800
2015-09-01 00:00:00-03:00,21.71505909714633,22.044515744034143,21.608469638388158,21.763507843017578,2361100
2015-09-02 00:00:00-03:00,21.918547586174633,22.90691566467285,21.637539689128257,22.90691566467285,2090000
2015-09-03 00:00:00-03:00,23.071641272585538,23.323578783971552,22.713116164683054,22.916603088378906,3171200
2015-09-04 00:00:00-03:00,22.577458247533386,23.14916229248047,22.41272993207065,23.14916229248047,3213700
2015-09-08 00:00:00-03:00,23.352651882835794,23.439861102732866,22.645289853182796,22.90691566467285,2099100
2015-09-09 00:00:00-03:00,23.139468290365677,23.226677492632195,22.4611767538715,22.567766189575195,3007700
2015-09-10 00:00:00-03:00,23.24606306180158,23.4592401339393,22.829397188267716,23.061954498291016,3574900
2015-09-11 00:00:00-03:00,22.829393878737555,23.20730106991705,22.771255021710306,22.916603088378906,1488600
2015-09-14 00:00:00-03:00,23.042576407110932,23.691799599078433,22.868157960283657,23.546449661254883,2357000
2015-09-15 00:00:00-03:00,23.711174710967384,24.321639190466733,23.488307547810916,24.215049743652344,2413000
2015-09-16 00:00:00-03:00,24.215049963190047,25.067761849034035,24.069701892344206,24.864273071289062,2729000
2015-09-17 00:00:00-03:00,24.864272967113894,25.63946390717785,24.641405802870633,25.145280838012695,2543700
2015-09-18 00:00:00-03:00,24.922413864978758,25.339079722434423,24.62202758214838,25.213111877441406,2960600
2015-09-21 00:00:00-03:00,24.999933261790158,25.591017564092557,24.767375957982942,25.348770141601562,1178100
2015-09-22 00:00:00-03:00,25.096831049257514,25.726673939164932,25.009621834694837,25.600706100463867,1642300
2015-09-23 00:00:00-03:00,25.65884510233274,25.65884510233274,25.087141069579314,25.203420639038086,2588700
2015-09-24 00:00:00-03:00,24.46698570251465,25.058069908930367,24.31194752512706,24.46698570251465,4088800
2015-09-25 00:00:00-03:00,24.660784348349566,24.941790351789244,24.224738319321435,24.46698570251465,2907200
2015-09-28 00:00:00-03:00,24.292570148679804,24.796445208565725,24.166602307808862,24.641407012939453,1635100
2015-09-29 00:00:00-03:00,24.641407618747927,24.903035273374776,24.428228708369996,24.680166244506836,1205300
2015-09-30 00:00:00-03:00,25.048382893120802,25.048382893120802,24.321640653561406,24.70923614501953,2480100
2015-10-01 00:00:00-03:00,24.61233920522491,24.932105747820696,24.428230635790584,24.56389045715332,1539800
2015-10-02 00:00:00-03:00,24.505751716079402,24.86427688933931,24.15691481392271,24.515439987182617,3113400
2015-10-05 00:00:00-03:00,24.85458232448311,25.21310928181728,24.786753349684982,24.941791534423828,2127300
2015-10-06 00:00:00-03:00,24.95148773195594,25.116216074405646,24.612340927124023,24.612340927124023,1680700
2015-10-07 00:00:00-03:00,24.835204965970604,25.465049743652344,24.311951493919455,25.465049743652344,2444100
2015-10-08 00:00:00-03:00,25.290631756533372,25.58132792974592,25.087142956723635,25.43597984313965,1410200
2015-10-09 00:00:00-03:00,25.435978271622705,25.687915802001953,25.154970386437782,25.687915802001953,1518200
2015-10-13 00:00:00-03:00,25.193729684246833,25.561944920269692,24.864273071289062,24.864273071289062,1776900
2015-10-14 00:00:00-03:00,24.854583229458232,25.32938791853408,24.30225944519043,24.30225944519043,5592700
2015-10-15 00:00:00-03:00,24.525125585412816,25.15496843848661,24.282878192061283,25.10651969909668,1562500
2015-10-16 00:00:00-03:00,25.106522591272416,25.77512599143947,24.941794270889265,25.629777908325195,1689700
2015-10-19 00:00:00-02:00,25.77512599143947,25.9592345490915,25.358460131164367,25.629777908325195,1136500
2015-10-20 00:00:00-02:00,25.629779942721147,25.84295702499654,25.310013395207406,25.581329345703125,1095300
2015-10-21 00:00:00-02:00,25.54256453933002,26.18209747969921,25.54256453933002,25.72667121887207,1134200
2015-10-22 00:00:00-02:00,25.85264319104044,26.153029453812213,25.600705669676657,26.094890594482422,1820000
2015-10-23 00:00:00-02:00,27.073572920621103,27.073572920621103,26.220860943797735,26.366209030151367,1979900
2015-10-26 00:00:00-02:00,26.51155556637152,26.51155556637152,25.59101472379436,25.7557430267334,1713500
2015-10-27 00:00:00-02:00,25.746053204834126,27.083259878921663,25.32938738389672,26.986360549926758,2713500
2015-10-28 00:00:00-02:00,26.899151790321287,27.189847933986172,26.443727339059368,26.957290649414062,188000
2015-10-29 00:00:00-02:00,26.64721588328877,27.713104888260546,26.64721588328877,27.17047119140625,1908300
2015-10-30 00:00:00-02:00,27.180157567954478,28.08131819256961,27.083260086418175,27.403026580810547,1843700
2015-11-03 00:00:00-02:00,27.4224096346214,28.565817854051073,27.36427076616603,28.507678985595703,2945200
2015-11-04 00:00:00-02:00,28.51736453797914,28.972788989645654,27.325507760412883,27.422405242919922,1906500
2015-11-05 00:00:00-02:00,27.42240102725703,27.88751737351283,27.335191827846614,27.68402862548828,1201500
2015-11-06 00:00:00-02:00,27.51930636783967,27.72279516041379,26.966982549454542,27.238300323486328,1279700
2015-11-09 00:00:00-02:00,27.422403115227237,27.69372085051814,26.69566096360601,26.88945960998535,961000
2015-11-10 00:00:00-02:00,26.618141874694448,27.112326759580984,26.453413579732267,26.88945960998535,1104600
2015-11-11 00:00:00-02:00,26.71504402699696,27.63558492248245,26.71504402699696,26.947601318359375,2111300
2015-11-12 00:00:00-02:00,26.947602262065708,27.247990391104363,26.530936407374323,26.540626525878906,2132000
2015-11-13 00:00:00-02:00,26.69566242159695,27.66465201001355,26.33713730887535,27.499923706054688,2072100
2015-11-16 00:00:00-02:00,27.625893149951803,28.19759715005688,27.218917452388887,27.945659637451172,1895500
2015-11-17 00:00:00-02:00,28.33325894366713,28.48829714965755,27.645277135609778,27.829383850097656,1749100
2015-11-18 00:00:00-02:00,28.100698120133366,28.100698120133366,27.664652065195735,27.8487606048584,1803800
2015-11-19 00:00:00-02:00,28.10070179307132,28.284810356798125,27.868144482774873,28.246049880981445,2017600
2015-11-23 00:00:00-02:00,28.22667043023275,28.76930601759153,28.032873590348558,28.58519744873047,3671000
2015-11-24 00:00:00-02:00,28.74023231404432,28.924340861471872,28.13945977768228,28.67240333557129,1167400
2015-11-25 00:00:00-02:00,28.342947822192492,28.837132775235368,27.93597208722784,28.44953727722168,1745000
2015-11-26 00:00:00-02:00,28.294497963812002,28.623954586200302,27.70341369749163,28.43984603881836,1406800
2015-11-27 00:00:00-02:00,28.226668220249103,28.565814973744807,28.03287139553807,28.3332576751709,1323400
2015-11-30 00:00:00-02:00,28.100697970399075,29.80611986211086,28.081317735127122,29.45728302001953,4493800
2015-12-01 00:00:00-02:00,29.321626775105653,29.321626775105653,28.594884543942694,28.808061599731445,2295100
2015-12-02 00:00:00-02:00,28.59488410176358,29.20534675329206,28.158838030528205,29.06968879699707,2775900
2015-12-03 00:00:00-02:00,29.27317622067388,29.854570375970706,29.156898498535156,29.156898498535156,5009400
2015-12-04 00:00:00-02:00,28.96309762218932,29.36038319757117,28.682091608280636,29.021238327026367,1402800
2015-12-07 00:00:00-02:00,29.215038814278007,29.718913897170914,29.05031049287845,29.185970306396484,1541000
2015-12-08 00:00:00-02:00,29.185965162491076,29.263484250181325,28.885577080515638,28.99216651916504,1539000
